game_pk,official_date,season,home_team,away_team,corte,y,dif_concentracion,hhi_local,hhi_visita,brazos_local,brazos_visita,dif_carga_relevo,p_v12,p_v16,p_mercado,brier_v12,brier_v16,brier_mercado,delta_brier_v16_v12
778538,2025-03-29,2025,New York Yankees,Milwaukee Brewers,2025-03-29T17:00:00+00:00,1,-0.029423339153180184,0.29232017306652247,0.32174351221970265,4,4,0.23,0.5308644640610447,0.536444469556034,0.597051597051597,0.22008815108073082,0.21488372980518672,0.1623674154386685,-0.005204421275544102
778539,2025-03-29,2025,Miami Marlins,Pittsburgh Pirates,2025-03-29T17:00:00+00:00,1,-0.007421701529198521,0.20849080372889894,0.21591250525809746,5,5,-0.03,0.4766990154605846,0.47793232080665043,0.47582697201017815,0.2738439204199215,0.2725546616583302,0.2747573632720185,-0.0012892587615913054
778540,2025-03-29,2025,Cincinnati Reds,San Francisco Giants,2025-03-29T17:00:00+00:00,1,-0.00734079891076217,0.2527392257121987,0.26008002462296087,5,4,0.17,0.48429396468276353,0.4854689453591006,0.5204081632653061,0.26595271486262273,0.26474220618987626,0.23000832986255726,-0.0012105086727464687
778510,2025-03-30,2025,Kansas City Royals,Cleveland Guardians,2025-03-30T17:00:00+00:00,0,-0.0009378936759888989,0.18638888888888888,0.18732678256487778,6,6,-0.06,0.5566219166517523,0.5560388956797624,0.5178571428571429,0.3098279580970703,0.3091792535087697,0.2681760204081633,-0.0006487045883006304
778514,2025-03-30,2025,San Diego Padres,Atlanta Braves,2025-03-30T17:00:00+00:00,1,-0.027882358876691993,0.15887196301276502,0.186754321889457,7,7,1.22,0.518707383764047,0.5240439733404025,0.530456852791878,0.2316425824432483,0.22653413931359145,0.2204707670901081,-0.005108443129656859
778515,2025-03-30,2025,Arizona Diamondbacks,Chicago Cubs,2025-03-30T17:00:00+00:00,1,0.044420304750765055,0.23211261244307274,0.18769230769230769,7,6,-0.32,0.5528256640825622,0.542715705120013,0.5417721518987342,0.19996488670320153,0.20910892634388692,0.20997276077551674,0.009144039640685386
778516,2025-03-30,2025,Texas Rangers,Boston Red Sox,2025-03-30T17:00:00+00:00,1,-0.03211785009861934,0.14135437212360288,0.17347222222222222,8,7,1.14,0.5122366228319679,0.5185129475135396,0.6116504854368933,0.23791311210636393,0.23182978171209948,0.15081534546140066,-0.006083330394264452
778517,2025-03-30,2025,St. Louis Cardinals,Minnesota Twins,2025-03-30T17:00:00+00:00,1,0.004871496417694743,0.1651287966166859,0.16025730019899115,7,7,-0.45,0.5224919402457898,0.5208629904639787,0.5051020408163266,0.22801394713023035,0.2295722739071214,0.24492399000416487,0.0015583267768910503
778519,2025-03-30,2025,Miami Marlins,Pittsburgh Pirates,2025-03-30T17:00:00+00:00,1,-0.006120092233875302,0.1452880726878031,0.1514081649216784,8,8,0.17,0.4784154158671366,0.4793634656162732,0.5241730279898218,0.27205047840505214,0.27106240093509754,0.2264113072923749,-0.0009880774699546069
778522,2025-03-30,2025,Cincinnati Reds,San Francisco Giants,2025-03-30T17:00:00+00:00,0,-0.0011443787253904714,0.20363636363636362,0.2047807423617541,6,6,0.01,0.48477946415324524,0.48463676007254325,0.4707379134860051,0.2350111288647076,0.23487278921361185,0.2215941831931576,-0.00013833965109574797
778523,2025-03-30,2025,New York Yankees,Milwaukee Brewers,2025-03-30T17:00:00+00:00,1,-0.0034904394617999157,0.17213680068156925,0.17562724014336917,7,8,-0.29,0.5390032554399233,0.539054221919452,0.575,0.21251799849498856,0.21247101033028185,0.18062500000000004,-4.6988164706718294e-05
778524,2025-03-30,2025,Tampa Bay Rays,Colorado Rockies,2025-03-30T17:00:00+00:00,1,0.02340320899575754,0.19135802469135801,0.16795481569560047,6,7,-0.26,0.5886385154496524,0.582869384508467,0.6267942583732058,0.16921827097146586,0.17399795038034513,0.13928252558320547,0.004779679408879273
778525,2025-03-30,2025,Toronto Blue Jays,Baltimore Orioles,2025-03-30T17:00:00+00:00,1,0.009888302143009453,0.1428693485226059,0.13298104637959646,8,8,0.51,0.5065153860765697,0.5039076204637613,0.5468354430379747,0.2435270641791571,0.24610764903392757,0.20535811568658865,0.0025805848547704735
778526,2025-03-30,2025,Washington Nationals,Philadelphia Phillies,2025-03-30T17:00:00+00:00,1,0.0439360195555665,0.17825443786982248,0.13431841831425598,6,8,0.53,0.44151562208843953,0.43219255654173433,0.4335839598997493,0.31190480037126267,0.3224052928466115,0.32082713048284883,0.010500492475348844
778527,2025-03-30,2025,Chicago White Sox,Los Angeles Angels,2025-03-30T17:00:00+00:00,0,-0.09379651758796706,0.21271163665681267,0.30650815424477973,5,4,0.41,0.49489795353398647,0.5143743698221325,0.46446700507614214,0.24492398441212782,0.2645809923299159,0.21572959880440104,0.019657007917788072
778496,2025-03-31,2025,Seattle Mariners,Detroit Tigers,2025-03-31T17:00:00+00:00,0,-0.028017315912121504,0.154131444418457,0.1821487603305785,8,6,0.63,0.6133317599104327,0.6064345639350688,0.5241730279898218,0.3761758477148286,0.367762880335117,0.2747573632720185,-0.008412967379711589
778499,2025-03-31,2025,San Diego Padres,Cleveland Guardians,2025-03-31T17:00:00+00:00,1,0.025686875037121554,0.20604523575384298,0.18035836071672143,6,7,0.12,0.5514118736564972,0.5452537289316016,0.5417721518987342,0.2012313070963744,0.20679417105061326,0.20997276077551674,0.005562863954238856
778500,2025-03-31,2025,Los Angeles Dodgers,Atlanta Braves,2025-03-31T17:00:00+00:00,1,-0.03562541479640066,0.16872658520359932,0.20435199999999998,8,7,0.44,0.48252495293336634,0.501792922106044,0.6659090909090909,0.26778042433661464,0.24821029246363435,0.11161673553719009,-0.01957013187298029
778502,2025-03-31,2025,Philadelphia Phillies,Colorado Rockies,2025-03-31T17:00:00+00:00,1,0.07151005811184566,0.2158862395863258,0.14437618147448014,5,8,-0.66,0.6334782843453891,0.6180927680503773,0.7244897959183673,0.13433816804639945,0.14585313381542295,0.07590587255310292,0.0115149657690235
778503,2025-03-31,2025,St. Louis Cardinals,Los Angeles Angels,2025-03-31T17:00:00+00:00,0,0.14290380389457769,0.42981564813470746,0.2869118442401298,4,4,-0.03,0.6026479743827784,0.5722107864751432,0.5876543209876544,0.36318458102766593,0.32742518415850197,0.3453376009754611,-0.03575939686916396
778504,2025-03-31,2025,Milwaukee Brewers,Kansas City Royals,2025-03-31T17:00:00+00:00,0,-0.00433546391918449,0.1696687289529329,0.17400419287211738,8,7,0.67,0.5433511859935252,0.5435558760222423,0.5267175572519084,0.2952305113205704,0.29545299035830724,0.2774313851174174,0.00022247903773686684
778505,2025-03-31,2025,Houston Astros,San Francisco Giants,2025-03-31T17:00:00+00:00,0,-0.02018206058994687,0.1720806665861611,0.19226272717610798,6,6,-0.06,0.48140681546417513,0.4973993312764858,0.5355329949238579,0.23175252197535837,0.24740609475429523,0.2867955886521168,0.015653572778936864
778506,2025-03-31,2025,Chicago White Sox,Minnesota Twins,2025-03-31T17:00:00+00:00,1,-0.100258235768028,0.19733359474561318,0.2975918305136412,6,6,-0.61,0.42405802887606076,0.4449432090834418,0.3705463182897863,0.33170915410212853,0.30808804114258787,0.39621193741854294,-0.02362111295954067
778507,2025-03-31,2025,Toronto Blue Jays,Washington Nationals,2025-03-31T17:00:00+00:00,1,-0.07383760880913934,0.13289708506841166,0.206734693877551,8,8,0.65,0.5704979850743992,0.5849538329009754,0.6073170731707317,0.184471980825151,0.1722633208235915,0.15419988102320048,-0.012208660001559513
