game_pk,official_date,season,home_team,away_team,corte,y,dif_concentracion,hhi_local,hhi_visita,brazos_local,brazos_visita,dif_carga_relevo,p_v12,p_v16,p_mercado,brier_v12,brier_v16,brier_mercado,delta_brier_v16_v12
777258,2025-07-03,2025,Washington Nationals,Detroit Tigers,2025-07-03T17:00:00+00:00,1,-0.008888993451793947,0.19102647569444445,0.1999154691462384,7,6,0.1,0.4063108858015595,0.40819183010800025,0.42999999999999994,0.35246676431772894,0.350236909950918,0.3249000000000001,-0.002229854366810946
777259,2025-07-03,2025,Chicago Cubs,Cleveland Guardians,2025-07-03T17:00:00+00:00,1,0.0628354339021932,0.3388831078737426,0.2760476739715494,4,6,-0.09,0.6487345449962109,0.6352422682067231,0.57356608478803,0.12338741987901901,0.1330482029029761,0.18184588404300966,0.009660783023957079
777260,2025-07-03,2025,Toronto Blue Jays,New York Yankees,2025-07-03T17:00:00+00:00,1,-0.004064404460008858,0.14891518737672585,0.1529795918367347,9,8,0.59,0.487877446474076,0.4883372202033741,0.4531645569620253,0.2622695098299128,0.2617988002292105,0.2990290017625381,-0.0004707096007023348
777261,2025-07-03,2025,Atlanta Braves,Los Angeles Angels,2025-07-03T17:00:00+00:00,0,-0.09171777023790662,0.1386423405654175,0.2303601108033241,8,5,0.61,0.6428099823113111,0.6593348833092749,0.5901234567901236,0.41320467335906813,0.43472248834845517,0.3482456942539248,0.02151781498938704
777264,2025-07-03,2025,Colorado Rockies,Houston Astros,2025-07-03T17:00:00+00:00,1,-0.01374644128266203,0.16143246274635475,0.17517890402901679,7,6,0.57,0.3718741636507461,0.3748527089005639,0.37320574162679426,0.3945420662894497,0.39080913556896313,0.39287104232961706,-0.0037329307204865825
777235,2025-07-04,2025,Los Angeles Dodgers,Houston Astros,2025-07-04T17:00:00+00:00,0,-0.007564505535747779,0.14875,0.15631450553574777,7,7,-0.26,0.5656273903825981,0.5663798662017343,0.6235011990407675,0.31993434475102805,0.32078615283869444,0.3887537452052748,0.0008518080876663836
777236,2025-07-04,2025,Seattle Mariners,Pittsburgh Pirates,2025-07-04T17:00:00+00:00,1,-0.15319701913159584,0.1410358039371119,0.29423282306870774,8,4,0.68,0.6631716249067658,0.6799663452683044,0.6391509433962265,0.11345335426794845,0.10242154016092618,0.13021204165183337,-0.011031814107022267
777239,2025-07-04,2025,San Diego Padres,Texas Rangers,2025-07-04T17:00:00+00:00,1,-0.24854778358566232,0.17212529333741455,0.42067307692307687,6,3,-0.05,0.5352160849875186,0.5865199483973605,0.48469387755102045,0.21602408765432954,0.17096575307332137,0.2655403998334027,-0.045058334581008164
777242,2025-07-04,2025,Toronto Blue Jays,Los Angeles Angels,2025-07-04T17:00:00+00:00,1,-0.01869738520408165,0.14130261479591835,0.16,8,7,0.94,0.6252870810703209,0.6278918896674143,0.6048780487804878,0.14040977161280024,0.1384644457752878,0.15612135633551458,-0.001945325837512446
777243,2025-07-04,2025,Colorado Rockies,Chicago White Sox,2025-07-04T17:00:00+00:00,0,-0.09256394856467579,0.1499155815172039,0.2424795300818797,8,6,0.15,0.4995278253277549,0.5187118943234497,0.457070707070707,0.24952804827667602,0.26906202931262163,0.20891363126211607,0.019533981035945613
777246,2025-07-04,2025,Chicago Cubs,St. Louis Cardinals,2025-07-04T17:00:00+00:00,1,-0.1589151537049792,0.17996712929145361,0.3388822829964328,7,3,0.9,0.6710768516950232,0.688662825504492,0.5639097744360902,0.10819043749085777,0.09693083622284641,0.19017468483238167,-0.011259601268011357
777247,2025-07-04,2025,Minnesota Twins,Tampa Bay Rays,2025-07-04T17:00:00+00:00,1,-0.01585831506939367,0.17198008559699535,0.18783840066638902,7,6,0.09,0.5438441263374393,0.5344720357481553,0.5102040816326531,0.20807818107685405,0.21671628550046682,0.23990004164931278,0.008638104423612764
777248,2025-07-04,2025,Arizona Diamondbacks,Kansas City Royals,2025-07-04T17:00:00+00:00,0,0.009986852477733815,0.2016138602112258,0.19162700773349198,7,6,-0.05,0.5643954792449364,0.561487101295296,0.5114503816793893,0.3185422569921214,0.315267764920994,0.261581492919993,-0.0032744920711273995
777249,2025-07-04,2025,Cleveland Guardians,Detroit Tigers,2025-07-04T17:00:00+00:00,0,0.042564498450985644,0.17677368212445502,0.13420918367346937,8,9,-1.06,0.43180958555587784,0.4228747075646919,0.4520202020202021,0.186459518177939,0.1788230182979237,0.2043222630343843,-0.007636499880015274
777250,2025-07-04,2025,New York Mets,New York Yankees,2025-07-04T17:00:00+00:00,1,0.06409926366651791,0.19978187586753915,0.13568261220102124,7,9,0.02,0.5165697356289217,0.5023965142509713,0.5468354430379747,0.23370482050989064,0.2476092290295838,0.20535811568658865,0.013904408519693157
777252,2025-07-04,2025,Atlanta Braves,Baltimore Orioles,2025-07-04T17:00:00+00:00,0,-0.0984379673399977,0.11788815842869897,0.21632612576869667,10,7,0.8,0.686646488902759,0.6928590453170637,0.6192771084337348,0.4714834007224868,0.48005365667767286,0.38350413703004776,0.008570255955186068
777254,2025-07-04,2025,Miami Marlins,Milwaukee Brewers,2025-07-04T17:00:00+00:00,0,0.062392573830662934,0.19909812763454565,0.13670555380388272,6,8,-0.48,0.41880468225020145,0.40594786841412744,0.457070707070707,0.1753973618746922,0.16479367186997373,0.20891363126211607,-0.010603690004718475
777255,2025-07-04,2025,Philadelphia Phillies,Cincinnati Reds,2025-07-04T17:00:00+00:00,0,-0.019228552488448375,0.18243496357960456,0.20166351606805294,6,6,0.4,0.5773036959451859,0.5804012710681181,0.5866336633663367,0.3332795573519717,0.3368656354574871,0.34413905499460845,0.0035860781055154223
777221,2025-07-05,2025,Los Angeles Dodgers,Houston Astros,2025-07-05T17:00:00+00:00,0,-0.12379506172839502,0.13585,0.259645061728395,9,5,0.56,0.5519035358388518,0.5770056571982605,0.568922305764411,0.3045975128714267,0.3329355284387965,0.323672589996294,0.028338015567369756
777223,2025-07-05,2025,San Diego Padres,Texas Rangers,2025-07-05T17:00:00+00:00,0,-0.0766047426762666,0.16023073225444642,0.23683547493071302,8,6,0.32,0.5375891051712143,0.553049094043369,0.5216284987277354,0.28900204599878687,0.3058633004221912,0.27209629068495106,0.016861254423404304
777225,2025-07-05,2025,Seattle Mariners,Pittsburgh Pirates,2025-07-05T17:00:00+00:00,1,-0.20163284627460454,0.1574204081632653,0.35905325443786984,7,3,1.1,0.6011881023692602,0.6405030811456345,0.5980392156862746,0.15905092969183166,0.12923803466578226,0.16157247212610526,-0.02981289502604939
777228,2025-07-05,2025,Washington Nationals,Boston Red Sox,2025-07-05T17:00:00+00:00,0,-0.04654769962494128,0.11369026684342,0.16023796646836128,10,9,1.18,0.468145079503718,0.4777112612777597,0.5102040816326531,0.21915981546354243,0.228208049151588,0.2603082049146189,0.009048233688045554
777229,2025-07-05,2025,Chicago Cubs,St. Louis Cardinals,2025-07-05T17:00:00+00:00,0,-0.13731701933019436,0.12131519274376418,0.25863221207395853,9,4,1.01,0.6141665496939156,0.640386213508308,0.6004901960784313,0.3772005507629289,0.4100945024515083,0.3605884755863129,0.03289395168857939
777230,2025-07-05,2025,Minnesota Twins,Tampa Bay Rays,2025-07-05T17:00:00+00:00,1,-0.11945538463361033,0.16569712891724525,0.2851525135508556,8,4,0.49,0.47404891129381865,0.4990732035950771,0.49744897959183665,0.2766245477112174,0.2509276553564991,0.25255752811328624,-0.025696892354718337
777231,2025-07-05,2025,Toronto Blue Jays,Los Angeles Angels,2025-07-05T17:00:00+00:00,1,-0.009567360343415987,0.14734108198714288,0.15690844233055887,8,7,0.88,0.6247577511343878,0.6255517649442384,0.6391509433962265,0.14080674533372203,0.1402114807363749,0.13021204165183337,-0.0005952645973471282
777232,2025-07-05,2025,Colorado Rockies,Chicago White Sox,2025-07-05T17:00:00+00:00,0,-0.1818024592541967,0.14080350620891163,0.3226059654631083,8,5,0.03,0.49871359659077835,0.536799319488701,0.5216284987277354,0.24871525142450962,0.28815350940353246,0.27209629068495106,0.03943825797902284
777233,2025-07-05,2025,Philadelphia Phillies,Cincinnati Reds,2025-07-05T17:00:00+00:00,1,-0.05126385027285288,0.12949442669403924,0.18075827696689212,9,6,0.51,0.5733308677439651,0.583089677810994,0.6225961538461539,0.18204654842011778,0.1738142167477408,0.14243366309171596,-0.008232331672376969
777234,2025-07-05,2025,Arizona Diamondbacks,Kansas City Royals,2025-07-05T17:00:00+00:00,1,0.05284847043767163,0.19957147229874503,0.1467230018610734,7,8,0.57,0.5577858265978533,0.5458938454026611,0.5831265508684863,0.1955533751577439,0.2062123996431823,0.17378347259080473,0.0106590244854384
777237,2025-07-05,2025,Atlanta Braves,Baltimore Orioles,2025-07-05T17:00:00+00:00,0,-0.10645919250250974,0.12058775510204081,0.22704694760455055,9,5,0.96,0.6230217434121418,0.6429397030469709,0.5796019900497512,0.3881560927643046,0.41337146175412715,0.3359384668696319,0.025215368989822518
777238,2025-07-05,2025,Miami Marlins,Milwaukee Brewers,2025-07-05T17:00:00+00:00,1,0.03423324405539116,0.159606083561564,0.12537283950617284,7,9,-0.94,0.4185843358834292,0.4115122153005707,0.44332493702770776,0.33804417448011315,0.34631787274044185,0.3098871257352056,0.008273698260328699
777240,2025-07-05,2025,Cleveland Guardians,Detroit Tigers,2025-07-05T17:00:00+00:00,0,0.035757898219977394,0.1426039697542533,0.1068460715342759,8,10,-1.79,0.43275464550651954,0.4252223582604397,0.4582278481012658,0.1872765832074734,0.18081405396456973,0.20997276077551674,-0.006462529242903664
777241,2025-07-05,2025,New York Mets,New York Yankees,2025-07-05T17:00:00+00:00,1,0.0063991678352929016,0.1456164485425342,0.1392172807072413,9,8,1.09,0.5120088733459123,0.5101120882741083,0.4371859296482412,0.2381353396931259,0.2399901660551551,0.3167596777859145,0.001854826362029216
777205,2025-07-06,2025,Seattle Mariners,Pittsburgh Pirates,2025-07-06T17:00:00+00:00,1,-0.08108011019416958,0.19340364780607192,0.2744837580002415,6,4,0.4,0.5961946498830247,0.6116980028862555,0.5114503816793893,0.16305876078309298,0.1507784409625224,0.23868072956121442,-0.012280319820570568
777206,2025-07-06,2025,Los Angeles Dodgers,Houston Astros,2025-07-06T17:00:00+00:00,0,-0.06312134428598884,0.17966536133855462,0.24278670562454346,9,6,1.17,0.5498134250106549,0.5623099711409508,0.64,0.30229480232194705,0.31619250364453694,0.4096,0.013897701322589884
777207,2025-07-06,2025,San Diego Padres,Texas Rangers,2025-07-06T17:00:00+00:00,1,-0.07773109243697479,0.13593672763222936,0.21366782006920415,8,6,-0.17,0.5318889467068861,0.5476479376931593,0.5357142857142857,0.2191279582151885,0.20462238827325185,0.21556122448979592,-0.014505569941936636
777213,2025-07-06,2025,Washington Nationals,Boston Red Sox,2025-07-06T17:00:00+00:00,0,-0.08259431882885201,0.15153380527341745,0.23412812410226946,9,5,1.12,0.4600702290601168,0.47729731716740187,0.3251121076233184,0.21166461566742834,0.2278127289751994,0.10569788252327615,0.016148113307771078
777214,2025-07-06,2025,Toronto Blue Jays,Los Angeles Angels,2025-07-06T17:00:00+00:00,1,0.0007790595802262268,0.1594141907246865,0.15863513114446026,8,7,0.25,0.6256007563233957,0.6243298195506441,0.6192771084337348,0.1401747936656133,0.14112808447885158,0.1449499201625781,0.0009532908132382778
777215,2025-07-06,2025,Colorado Rockies,Chicago White Sox,2025-07-06T17:00:00+00:00,1,-0.030829039795585683,0.14645627876397108,0.17728531855955676,7,6,0.81,0.49183279134201874,0.4979549798627005,0.47959183673469385,0.25823391195524426,0.25204920224466143,0.27082465639316955,-0.006184709710582825
777216,2025-07-06,2025,New York Mets,New York Yankees,2025-07-06T17:00:00+00:00,0,0.04389223174599499,0.17570666597954082,0.13181443423354583,7,9,-0.26,0.523804628270864,0.5138913408217538,0.37740384615384615,0.27437128859797805,0.2640843101715799,0.14243366309171596,-0.010286978426398141
777217,2025-07-06,2025,Philadelphia Phillies,Cincinnati Reds,2025-07-06T17:00:00+00:00,1,0.03167515805988513,0.1765694478484647,0.14489428978857957,7,8,0.42,0.5748498874495146,0.5673825119121184,0.6711711711711711,0.18075261820169042,0.18715789099946836,0.10812839866893927,0.0064052727977779444
777218,2025-07-06,2025,Arizona Diamondbacks,Kansas City Royals,2025-07-06T17:00:00+00:00,0,0.007494420233561255,0.2096806189248165,0.20218619869125523,6,6,-0.22,0.5642052413757849,0.5618190367356443,0.5935960591133005,0.31832755439590765,0.3156406300385672,0.35235628139484093,-0.00268692435734047
777219,2025-07-06,2025,Chicago Cubs,St. Louis Cardinals,2025-07-06T17:00:00+00:00,1,-0.015129122803664352,0.17348541766272796,0.1886145404663923,8,6,1.34,0.6088647827858814,0.6108849058006037,0.6527777777777778,0.15298675814513574,0.15141055653380503,0.12056327160493827,-0.0015762016113307076
777220,2025-07-06,2025,Minnesota Twins,Tampa Bay Rays,2025-07-06T17:00:00+00:00,0,-0.08866414277988108,0.17066522444564627,0.25932936722552735,9,4,1.29,0.4769432920174544,0.4954181160706705,0.5406091370558376,0.22747490380044677,0.24543910973101235,0.2922582390682574,0.01796420593056558
777224,2025-07-06,2025,Miami Marlins,Milwaukee Brewers,2025-07-06T17:00:00+00:00,0,0.0009873568542508315,0.15532544378698224,0.1543380869327314,7,7,-0.15,0.4182412753633498,0.4180283413721536,0.5076530612244898,0.1749257644175614,0.1747476941903538,0.2577116305705956,-0.00017807022720761623
777226,2025-07-06,2025,Cleveland Guardians,Detroit Tigers,2025-07-06T17:00:00+00:00,0,-0.03105980437117667,0.13397347965249198,0.16503328402366865,8,7,-0.46,0.4363481645024688,0.4427379230797898,0.34174311926605505,0.1903997206646736,0.1960168685330059,0.11678835956569313,0.005617147868332312
777199,2025-07-07,2025,San Francisco Giants,Philadelphia Phillies,2025-07-07T17:00:00+00:00,1,0.09385849449035119,0.2704279423388159,0.1765694478484647,6,7,-0.06,0.5398181726922815,0.5192620811364705,0.45569620253164556,0.21176731418427086,0.23110894663323744,0.2962666239384714,0.019341632448966584
777200,2025-07-07,2025,Los Angeles Angels,Texas Rangers,2025-07-07T17:00:00+00:00,1,-0.029841169279338803,0.15136210590756044,0.18120327518689924,8,7,-0.14,0.45800617175279323,0.4640721415779644,0.4531645569620253,0.29375730985806264,0.2872186694328294,0.2990290017625381,-0.006538640425233222
777201,2025-07-07,2025,Milwaukee Brewers,Los Angeles Dodgers,2025-07-07T17:00:00+00:00,1,0.028289001034331435,0.1745087235996327,0.14621972256530127,7,10,-1.48,0.5069063139556008,0.5003880441360964,0.4483627204030227,0.2431413832168525,0.24961210644215517,0.30430368824115367,0.006470723225302677
777202,2025-07-07,2025,Houston Astros,Cleveland Guardians,2025-07-07T17:00:00+00:00,0,0.12045216227648417,0.2444191044252445,0.12396694214876033,5,9,-0.14,0.6141474378361337,0.5885443874973355,0.5468354430379747,0.3771770754006877,0.3463844960546138,0.2990290017625381,-0.03079257934607388
777203,2025-07-07,2025,San Diego Padres,Arizona Diamondbacks,2025-07-07T17:00:00+00:00,0,-0.10087306224339798,0.13120605732828558,0.23207911957168356,9,7,0.51,0.5151648269759841,0.5359773165155695,0.5165394402035622,0.2653947989531956,0.2872716838192309,0.26681299328580943,0.021876884866035284
777204,2025-07-07,2025,Kansas City Royals,Pittsburgh Pirates,2025-07-07T17:00:00+00:00,1,0.0021871582806475276,0.225105226703607,0.22291806842295947,6,6,-0.02,0.5675080284575292,0.5662153269163172,0.57356608478803,0.18704930544869333,0.1881691426023176,0.18184588404300966,0.0011198371536242646
777208,2025-07-07,2025,Cincinnati Reds,Miami Marlins,2025-07-07T17:00:00+00:00,0,0.01398569973521599,0.1565651805071166,0.1425794807719006,8,8,0.59,0.590565342082864,0.5867348442338511,0.5541561712846348,0.3487674232694502,0.3442577774381216,0.3070890621728455,-0.004509645831328624
777209,2025-07-07,2025,Boston Red Sox,Colorado Rockies,2025-07-07T17:00:00+00:00,1,-0.010453227838268409,0.16360803324099724,0.17406126107926564,7,7,-0.47,0.654259515714688,0.6550336038213781,0.6621004566210046,0.11953648247384208,0.11900181449246593,0.1141761014157336,-0.0005346679813761496
777211,2025-07-07,2025,Detroit Tigers,Tampa Bay Rays,2025-07-07T17:00:00+00:00,1,-0.05331937528293343,0.1775,0.23081937528293342,7,7,-0.75,0.5665575406728082,0.5768209552090747,0.47959183673469385,0.18787236554760434,0.17908050395015995,0.27082465639316955,-0.008791861597444384
777212,2025-07-07,2025,Chicago White Sox,Toronto Blue Jays,2025-07-07T17:00:00+00:00,0,0.0909124552918319,0.24189349112426037,0.15098103583242847,6,8,-0.69,0.41834680747124203,0.39966895792126217,0.40196078431372556,0.17501405132138045,0.15973527592586764,0.1615724721261054,-0.015278775395512811
777180,2025-07-08,2025,Los Angeles Angels,Texas Rangers,2025-07-08T17:00:00+00:00,0,-0.05245797246992141,0.12180192756852533,0.17425990003844674,9,7,-0.11,0.4609630387811518,0.47180380737071986,0.47959183673469385,0.21248692312235365,0.22259883264950733,0.23000832986255726,0.010111909527153684
777185,2025-07-08,2025,San Diego Padres,Arizona Diamondbacks,2025-07-08T17:00:00+00:00,1,-0.12685190032388127,0.1365258774538965,0.26337777777777777,9,6,0.96,0.5143626219287295,0.5406692711523916,0.5541561712846348,0.2358436629799381,0.21098471846367514,0.1987767196035759,-0.02485894451626297
777186,2025-07-08,2025,San Francisco Giants,Philadelphia Phillies,2025-07-08T17:00:00+00:00,1,-0.07979476100459085,0.19714285714285715,0.276937618147448,6,5,0.48,0.5439973476888228,0.5600509697205336,0.57356608478803,0.20793841891482837,0.19355514924384284,0.18184588404300966,-0.014383269670985521
777187,2025-07-08,2025,New York Yankees,Seattle Mariners,2025-07-08T17:00:00+00:00,1,-0.10112520647822434,0.1657433056325023,0.26686851211072665,7,4,0.46,0.5640043509757724,0.5841959418989344,0.5443037974683544,0.19009220596805745,0.1728930147333143,0.20765902900176253,-0.017199191234743144
777188,2025-07-08,2025,Chicago White Sox,Toronto Blue Jays,2025-07-08T17:00:00+00:00,0,0.05226019757461914,0.2161989795918367,0.16393878201721757,6,8,-0.26,0.41738856904346,0.40662828983493804,0.36170212765957444,0.17421321756814717,0.16534656609408638,0.13082842915346307,-0.008866651474060794
777190,2025-07-08,2025,Minnesota Twins,Chicago Cubs,2025-07-08T17:00:00+00:00,1,0.01865784481009386,0.2250630406332791,0.20640519582318523,7,8,-0.12,0.41321306903777255,0.4093940042848284,0.45569620253164556,0.3443189023480699,0.3488154421747093,0.2962666239384714,0.00449653982663939
777191,2025-07-08,2025,St. Louis Cardinals,Washington Nationals,2025-07-08T17:00:00+00:00,1,0.023943625713100436,0.1669188323246707,0.14297520661157026,7,9,1.02,0.5978298891742994,0.5919379011787177,0.6574712643678161,0.16174079804155633,0.16651467649442997,0.11732593473378253,0.004773878452873637
777192,2025-07-08,2025,Houston Astros,Cleveland Guardians,2025-07-08T17:00:00+00:00,0,0.012500688157190104,0.151389577046079,0.1388888888888889,7,8,-0.19,0.6137712645663507,0.6101855355785895,0.6391509433962265,0.37671516520737724,0.3723263878293301,0.4085139284442863,-0.0043887773780471595
777193,2025-07-08,2025,Milwaukee Brewers,Los Angeles Dodgers,2025-07-08T17:00:00+00:00,1,0.006841452256881153,0.16026044948540222,0.15341899722852106,8,9,-1.77,0.51349892375646,0.5115001634388059,0.47959183673469385,0.23668329718612272,0.23863209032031335,0.27082465639316955,0.001948793134190635
777194,2025-07-08,2025,Kansas City Royals,Pittsburgh Pirates,2025-07-08T17:00:00+00:00,1,-0.04642124236618439,0.1370710894777958,0.1834923318439802,8,7,-0.53,0.578100415962817,0.5868048105794129,0.5541561712846348,0.177999259010748,0.17073026456031484,0.1987767196035759,-0.007268994450433164
777195,2025-07-08,2025,Detroit Tigers,Tampa Bay Rays,2025-07-08T17:00:00+00:00,1,-0.09584759581200422,0.1437743323543474,0.2396219281663516,8,8,-1.09,0.570068875752492,0.5890652140516305,0.5367088607594936,0.18484077159672618,0.16886739830243228,0.21463867969876624,-0.015973373294293908
777196,2025-07-08,2025,Boston Red Sox,Colorado Rockies,2025-07-08T17:00:00+00:00,1,-0.05837651269934804,0.1322669784249123,0.19064349112426035,8,7,-0.14,0.6587325601155545,0.6685604100626503,0.7076271186440679,0.11646346552528364,0.1098522017778385,0.08548190175236994,-0.00661126374744514
777197,2025-07-08,2025,Cincinnati Reds,Miami Marlins,2025-07-08T17:00:00+00:00,0,-0.04259634233746756,0.17342560553633218,0.21602194787379975,7,7,0.35,0.5817702640464781,0.5896460824812494,0.5204081632653061,0.3384566401287089,0.34768250258548433,0.27082465639316955,0.009225862456775424
777198,2025-07-08,2025,Baltimore Orioles,New York Mets,2025-07-08T17:00:00+00:00,0,0.003187316486979813,0.15533607681755832,0.1521487603305785,7,8,-0.85,0.435715713135742,0.4349427470805987,0.46446700507614214,0.18984818267338818,0.18917519323801765,0.21572959880440104,-0.0006729894353705301
777162,2025-07-09,2025,San Diego Padres,Arizona Diamondbacks,2025-07-09T17:00:00+00:00,0,-0.159134996310064,0.11888523777047555,0.27802023408053955,9,6,1.12,0.5138238197444196,0.5469416601054476,0.5725,0.2640149177367458,0.299145179558903,0.32775625,0.03513026182215723
777163,2025-07-09,2025,San Francisco Giants,Philadelphia Phillies,2025-07-09T17:00:00+00:00,0,-0.02487376561570495,0.15392623438429506,0.17880000000000001,8,6,0.64,0.5443371647632113,0.5488606882790493,0.45569620253164556,0.2963029489424514,0.3012480551381517,0.20765902900176253,0.004945106195700322
777171,2025-07-09,2025,Los Angeles Angels,Texas Rangers,2025-07-09T17:00:00+00:00,1,-0.010785313934250279,0.17900277008310247,0.18978808401735275,9,8,0.11,0.45186470489495517,0.4539363171094071,0.4783715012722647,0.3004523017398946,0.29818554577203804,0.27209629068495095,-0.002266755967856582
777172,2025-07-09,2025,Chicago White Sox,Toronto Blue Jays,2025-07-09T17:00:00+00:00,1,-0.028569759629923613,0.22368173435206443,0.25225149398198804,5,6,0.54,0.4185651779740147,0.4244733798077769,0.4371859296482412,0.3380664522643892,0.3312308905498834,0.3167596777859145,-0.006835561714505778
777173,2025-07-09,2025,Minnesota Twins,Chicago Cubs,2025-07-09T17:00:00+00:00,1,-0.14112834404197572,0.1693121693121693,0.310440513354145,7,5,0.33,0.4163215162293187,0.4457204694674662,0.49489795918367346,0.3406805724168415,0.30722579796736615,0.25512807163681794,-0.033454774449475366
777174,2025-07-09,2025,Houston Astros,Cleveland Guardians,2025-07-09T17:00:00+00:00,0,0.0006132421263481402,0.1581313824112178,0.15751814028486966,7,7,-0.82,0.609665284274067,0.6084977391919194,0.5796019900497512,0.37169175884897887,0.3702694986016772,0.3359384668696319,-0.0014222602473016877
777175,2025-07-09,2025,Milwaukee Brewers,Los Angeles Dodgers,2025-07-09T17:00:00+00:00,1,0.07092838976663299,0.21144821204309605,0.14051982227646306,6,8,-1.06,0.5158747080702111,0.5002541057335368,0.4088669950738916,0.23437729828610335,0.24974595883618703,0.3494382295129704,0.01536866055008368
777177,2025-07-09,2025,Kansas City Royals,Pittsburgh Pirates,2025-07-09T17:00:00+00:00,1,0.0030515182815915587,0.24335600907029478,0.24030449078870322,5,7,-0.44,0.5809879897387997,0.5794515331632882,0.6276849642004773,0.1755710647431322,0.17686101295870885,0.1386184858823999,0.0012899482155766528
777178,2025-07-09,2025,St. Louis Cardinals,Washington Nationals,2025-07-09T17:00:00+00:00,0,-0.07099762281424249,0.14978640085439657,0.22078402366863906,8,6,1.08,0.6001728869175905,0.6135709102370706,0.5491183879093199,0.3602074941909949,0.3764692618891473,0.3015310039401303,0.016261767698152407
777179,2025-07-09,2025,Boston Red Sox,Colorado Rockies,2025-07-09T17:00:00+00:00,1,-0.02333888109846846,0.13149243918474687,0.15483132028321533,8,8,-0.4,0.663733367042334,0.6668810213683478,0.7222222222222222,0.11307524844068567,0.11096825392459514,0.0771604938271605,-0.0021069945160905323
777182,2025-07-09,2025,Detroit Tigers,Tampa Bay Rays,2025-07-09T17:00:00+00:00,0,-0.07670065345001623,0.16745562130177516,0.24415627475179139,7,6,-1.03,0.569841247238427,0.5848974626536508,0.5675,0.3247190470542461,0.34210504181867885,0.32205625,0.017385994764432755
777183,2025-07-09,2025,Cincinnati Reds,Miami Marlins,2025-07-09T17:00:00+00:00,1,-0.050895809519038826,0.15031856052650003,0.20121437004553885,8,6,0.53,0.5766820314942517,0.5863250117292346,0.5603015075376885,0.17919810245983372,0.17112699592081793,0.19333476427362942,-0.008071106539015799
777184,2025-07-09,2025,New York Yankees,Seattle Mariners,2025-07-09T17:00:00+00:00,1,-0.06215133112068355,0.16488948520584706,0.22704081632653061,7,5,0.35,0.5704048995887852,0.5824493448137985,0.5760598503740648,0.18455195029732177,0.17434854964642613,0.17972525046486032,-0.010203400650895644
777158,2025-07-10,2025,San Diego Padres,Arizona Diamondbacks,2025-07-10T17:00:00+00:00,1,-0.08548599050947145,0.16970038156001752,0.25518637206948896,8,4,1.42,0.5098803545818001,0.5274853027949004,0.4783715012722647,0.24021726682486197,0.223270139074827,0.27209629068495095,-0.016947127750034957
777159,2025-07-10,2025,Los Angeles Angels,Texas Rangers,2025-07-10T17:00:00+00:00,0,-0.03245219951241202,0.14312546957175057,0.17557766908416259,10,7,0.88,0.45752872487274565,0.4641481686963565,0.5153061224489797,0.20933253408368058,0.2154335225041814,0.26554039983340283,0.00610098842050083
777166,2025-07-10,2025,Minnesota Twins,Chicago Cubs,2025-07-10T17:00:00+00:00,0,-0.023769600921522,0.169589774078478,0.193359375,7,6,0.2,0.41831194418226186,0.42322473832675933,0.4809160305343511,0.17498488264554377,0.1791191791317539,0.23128022842491694,0.004134296486210137
777167,2025-07-10,2025,St. Louis Cardinals,Washington Nationals,2025-07-10T17:00:00+00:00,1,-0.058052131806963836,0.17107153116920426,0.2291236629761681,6,5,0.45,0.600674088850985,0.6114534649937136,0.568922305764411,0.15946118331499098,0.15096840986539137,0.18582797846747193,-0.008492773449599617
777168,2025-07-10,2025,Cincinnati Reds,Miami Marlins,2025-07-10T17:00:00+00:00,1,-0.0032844591642461896,0.19863163896320338,0.20191609812744957,7,6,-0.15,0.5838626576743124,0.5836218186255541,0.6004901960784313,0.17317028767788648,0.173370789924691,0.15960808342945024,0.00020050224680451256
777169,2025-07-10,2025,New York Yankees,Seattle Mariners,2025-07-10T17:00:00+00:00,1,-0.10141202267481797,0.1637596214956571,0.26517164417047506,7,4,0.22,0.5737383901209369,0.5938090004783466,0.49234693877551017,0.18169896005669062,0.16499112809239982,0.2577116305705956,-0.016707831964290792
777170,2025-07-10,2025,Boston Red Sox,Tampa Bay Rays,2025-07-10T17:00:00+00:00,1,0.07107383055473243,0.24852874603893163,0.1774549154841992,5,7,-0.39,0.5177591563091896,0.5020992174918731,0.5153061224489797,0.23255623132362466,0.24790518922220506,0.2349281549354435,0.015348957898580401
777181,2025-07-10,2025,Baltimore Orioles,New York Mets,2025-07-10T17:00:00+00:00,1,-0.019883957028765165,0.19196723477341793,0.2118511918021831,6,5,0.2,0.43521039604714984,0.4392627905516612,0.48346055979643765,0.31898729673321735,0.3144262180599102,0.26681299328580954,-0.0045610786733071285
777139,2025-07-11,2025,San Diego Padres,Philadelphia Phillies,2025-07-11T17:00:00+00:00,1,0.023615450534313437,0.17134606517993642,0.14773061464562298,6,7,1.02,0.5658588371898533,0.5481543941252297,0.4088669950738916,0.1884785492461463,0.20416445154833826,0.3494382295129704,0.015685902302191967
777143,2025-07-11,2025,San Francisco Giants,Los Angeles Dodgers,2025-07-11T17:00:00+00:00,1,-0.03375233639813058,0.22216245293168368,0.25591478932981426,6,4,0.4,0.5106511350640094,0.5172842690429604,0.5392405063291139,0.2394623116141424,0.233014476913389,0.21229931100785132,-0.006447834700753385
